,brand,username,user_id,playlists
0,Pull & Bear,085643640156,085643640156,"{'D O M E': '3utO7rWq6dHy72Cq2qcMLY', 'M O O D': '0zuIrs51gybUKl1mnLjRB9', 'move': '4k3o1P3lhvzTFa5GFn6Pgj'}"
1,Pull & Bear,1110107678,1110107678,{'Mis pistas de Shazam': '3l4av4ErEAPAGsqVlZIpqS'}
2,Pull & Bear,11120385510,11120385510,{'Aggiunto ai preferiti': '5FWJpvH7odNWVA3DBp2qJV'}
3,Pull & Bear,11123777698,11123777698,"{'Old classic': '7CvhuNZwdHmOFTdYgj2QVy', 'Instrument ': '3OmJ01InrtHJatv4eGeBzW', 'K Vibe': '3dWWw5mgrAjKDGUxM9rZ0n', 'OST': '4NhoryBfAn9z6dGkM7SC5T', 'Mood': '7kohriUKmN9mYL4A7VQib6', 'Classic': '4WZ7VvfpJ2WqXzGNjlk6hk', 'workout': '6zuboD3s4dgwf50BAITZ9s', 'Hillsong': '5EghTIgI62WkiCyU5buaq4', 'PULL UP THE VOLUME by PullTheMetal': '2grToItcgcTEDtfdfSkGIh', 'Music From The Stores AW/16 Vol. I': '6WIlavpbXwHc3IMxaORe6o', 'From the Stores AW/16': '1AvvqVv5qx0dvfx5q6LtQ8', 'EDM + House': '53zB4GP8XJ3OWCkBqvPfR9', 'T': '2MXVG6XlEQEBeAbApCW400', 'J': '2eDnyQ177CikEFOHNaAW7h', 'C': '0z6SZXCYglSuXlFSzCMj6Q'}"
4,Pull & Bear,1113725576,1113725576,"{'Favoritos': '7AtGoUkSjfWcqc7ALkDf39', 'Magic Mike XXL: Original Motion Picture Soundtrack': '7m3RNY8VUxlnJw9CzIOGIG', 'Diplo and Friends Radio': '6AvLNaeJ7qeF1Ur1kNoiXT', 'You smile, me smile.': '0T1nvgpkJa7yqT1fKDnzMb'}"
5,Pull & Bear,11137367443,11137367443,"{'Metal': '2yTn0raDRduV7hBz87ZUr5', 'Party Music 2024': '5Udnh472z0CeexGPSpdIw9', 'Without Me - ILLENIUM Re': '2nIqjWRPijpZ1klQMyMQ3n', 'Shazam Şarkılarım': '5Ersaz6yfMQQmgtGjFTpvP', 'Trap Nation': '0NCspsyf0OS4BsPgGhkQXM'}"
6,Pull & Bear,11139601617,11139601617,"{'Similar to One Thing (Extended Mix)': '3SeqnMSTXruulRtvxiGTuF', 'repcsiut': '2iiV8N1Gyg73r8gMXx8Ubt', 'mulatasi': '7q88COGOc5dp2kirSx7LM7', 'Dance': '5CtMd9nD9mCOqHGCsLcPpc', '12.08 vegyes': '4ChhtQQOFHWQX6m1i4cUeO', 'chill': '7n9GonMTFDE4MF04tnEnLX', 'Love Me Like You - Christmas Mix – Little Mix 2': '0jCQgZ1956EkuanV5fWaNX', 'Love Me Like You - Christmas Mix – Little Mix': '0vC105JVepd70O98042Zsj', 'no1 final': '6BQuz6J5uEbt678nbSWF7s', 'caramba': '2zQhBSlJIMOj4mu9FFW7Ka', 'mo bounce': '2lw2nlpskq4tmUAGUiLlVk', 'songs for you': '2HqGQqT0gwLmHL1JQ2Lw7F', 'kpop': '0PxnlVJqMWnEonDgLBIDD0', ""Crazy 80's"": '0FUehr9r9qiuqO402eURje', 'Ghetto Stars': '0xd3Xn1RU3pY6ZpxMz0HKi', 'gigi': '5Rwemgpm3HagoAqFzPyUGe', 'Floorplan — Never Grow Old - Re-Plant': '53AqCPyTVQIC4fwiDM5iDb', 'crazy 80': '4yCjNGZtBiB68DJVZpJPkT', 'Magyar': '30TV7HrOnAS8AxBrlt8WiY', 'Ryan Blyth — Show Me (feat. Malisha Bleau)': '2LfCVtADJxCXB0m8mPffeV', 'Acid Arab ': '7ugUDx2CttbaE3iVE0ZSuX', 'latin': '38l77KDoDuY9b54OLYPY8d', 'confetti': '0ubtkqNrfP4qIA8xom17Gz', 'My Shazam Tracks': '6X1McBXxCfmgppDqYC5UMJ', 'Sir Mix-A-Lot – Mack Daddy': '3bLQjrdqKDHAgllWJmvsFa', '80s HITS | TOP 100 SONGS ': '19PgP2QSGPcm6Ve8VhbtpG', 'VIBE': '0PxaDaw9QM1XLtyULNzfvy', 'SZIGET2015': '2TLBVDveSafGVnRIQXVaLA', 'Metro': '3FGIZeNTXPTLNHh3gLGYpl', 'Jennifer Hudson - Greatest Hits': '2uqgpQCybquWRLlSmpZbpq', 'Global HITS': '31INIQTfctOwn99XkW3nOG', '2015 <3 ': '3YZ8KD9NsjwXEvz2TfFqK3', 'The Sound of H&M': '0eeKZp7perkDfgJQt4pc6I', 'Garage': '17NMcBbDrxfnHDiT9aA1fj', 'Fading Nights - Original Mix': '1GggkfWtkQVBN0pBakw1jv', 'So Sick - Acoustic': '5v1OhTzOERhQhXZY6TE8PL', 'Parachute - Radio Edit': '1eTWkPeneKacJ3IM4nSSeF'}"
7,Pull & Bear,11170538830,11170538830,"{'Optimista': '0fs7A7HfffJjI9HGuxVNXI', 'salsa': '61tILKY3wdAmi6HZVJIrC2', 'bachata': '1RCTHcIb3Xmur9uhw2m9F5', 'musica vieja': '29wI5NwMNmmVE8av5HRvjT', 'yo': '1hi9b53LerOv0gkJV7vcFn', 'suave': '4uRBbCheeVMrMdlychRcHf', 'ÉXITOS 2024 : TOP HITS 2025 / ACTUALIZADO ENERO 2025': '6TGxmQCgNUC3Q4OvmFO3Sd', 'song': '0ih1zlR2znukkf983KNtbc'}"
8,Pull & Bear,11179502756,11179502756,{'Leave The Lights On': '3sQmBULvc5zzZEWfGABZPF'}
9,Pull & Bear,11180609860,11180609860,"{'Saved Songs': '5DQKsTDuKK98hnWmfHcyQN', 'müzük': '6ENbx2NEVLh7B9OUp6Nub7', '3rd': '0h9COKfogkzZC2ykNtpNA2', 'Sarkilar': '4NIyvyl4Li3vdI7APGFmn5', 'Kaan Tangöze': '2eE0egSGmlplgKPyv3MFie', 'Farckli': '0m0ZHGWVm07A60FQJYGfRF', 'Shazam Şarkılarım': '2Qb2ILFE9GUn9T7pJ5PS9q'}"
